,Player,Pos_x,Age_x,Tm_x,G_x,MP_x,FG%_x,Dist.,%_of FGA_2P,%_of FGA_0-3,%_of FGA_3-10,%_of FGA_10-16,%_of FGA_16-3P,%_of FGA_3P,FG%_2P,FG%_0-3,FG%_3-10,FG%_10-16,FG%_16-3P,FG%_3P,%_Ast’d_2P,%_Ast’d_3P,%FGA_Dunks,#_Dunks,%3PA_Corner,3P%_Corner,Heaves_Att.,#_Heaves,Rk,Pos_y,Age_y,Tm_y,G_y,GS,MP_y,FG,FGA,FG%_y,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,0-3_attempts,3-10_attempts,10-16_attempts,16-3P_attempts,midrange_attempts,corner_3_attempts,0-3_made,3-10_made,10-16_made,16-3P_made,midrange_made,corner_3_made,EFG%_3P,PPS_0-3,PPS_3-10,PPS_10-16,PPS_16-3P,PPS_midrange,PPS_3P
495,Jonas Valan,C,28,MEM,62,1755,0.592,6.1,0.923,0.46,0.351,0.087,0.024,0.077,0.611,0.69,0.536,0.508,0.556,0.368,0.58,0.857,0.089,61,0.175,0.4,0,0,496,C,28,MEM,62,61,1755,440,743,0.592,21,57,0.368,419,686,0.611,0.606,157,203,0.773,253,523,776,112,35,57,100,179,1058,341.78000000000000,260.793,64.64100000000000,17.832,82.47300000000000,9.975,235.8282,139.78504800000000,32.837628000000000,9.914592,42.752220000000000,3.99,0.552,1.38,1.072,1.016,1.112,1.0367567567567600,1.104
496,Denzel Valentine,SG,27,CHI,62,1036,0.373,18.7,0.418,0.087,0.12,0.154,0.058,0.582,0.431,0.611,0.4,0.359,0.417,0.331,0.4,0.9,0.005,2,0.227,0.364,0,0,497,SG,27,CHI,62,3,1036,155,416,0.373,80,242,0.331,75,174,0.431,0.469,16,17,0.941,24,173,197,105,30,7,42,70,406,36.192,49.92,64.064,24.128,88.192,54.934000000000000,22.113312,19.968000000000000,22.998976000000000,10.061376,33.060352000000000,19.995976000000000,0.49650000000000000,1.222,0.8,0.718,0.834,0.7497358490566040,0.9930000000000000
498,Fred VanVleet,SG,26,TOR,52,1899,0.389,18.2,0.453,0.174,0.115,0.069,0.095,0.547,0.416,0.53,0.26,0.433,0.386,0.366,0.305,0.661,0.0,0,0.107,0.255,3,0,499,SG,26,TOR,52,52,1899,338,870,0.389,174,476,0.366,164,394,0.416,0.489,169,191,0.885,32,188,220,328,87,37,95,119,1019,151.38,100.05000000000000,60.03000000000000,82.65,142.68,50.932,80.23140000000000,26.013000000000000,25.992990000000000,31.902900000000000,57.89589000000000,12.98766,0.5490000000000000,1.06,0.52,0.866,0.772,0.811548780487805,1.0980000000000000
500,Devin Vassell,SF,20,SAS,62,1056,0.406,17.5,0.505,0.125,0.086,0.168,0.125,0.495,0.464,0.658,0.5,0.431,0.289,0.347,0.648,0.942,0.053,14,0.42,0.413,0,0,501,SF,20,SAS,62,7,1056,123,303,0.406,52,150,0.347,71,153,0.464,0.492,43,51,0.843,24,150,174,56,43,18,22,88,341,37.875,26.058000000000000,50.904,37.875,88.779,63.0,24.92175,13.029000000000000,21.939624000000000,10.945875,32.885499,26.019,0.5205,1.316,1.0,0.862,0.578,0.7408395904436860,1.041
503,Nikola Vu,C,30,TOT,70,2348,0.477,14.5,0.685,0.143,0.251,0.166,0.125,0.315,0.513,0.683,0.484,0.466,0.437,0.4,0.616,0.994,0.018,19,0.02,0.333,0,0,504,C,30,TOT,70,70,2348,666,1396,0.477,176,440,0.4,490,956,0.513,0.54,131,156,0.84,146,671,817,269,65,48,126,137,1639,199.628,350.396,231.73600000000000,174.5,406.236,8.8,136.345924,169.591664,107.98897600000000,76.2565,184.245476,2.9304000000000000,0.6000000000000000,1.366,0.968,0.932,0.874,0.907085910652921,1.2000000000000000
506,Kemba Walker,PG,30,BOS,43,1369,0.42,18.0,0.478,0.126,0.157,0.09,0.105,0.522,0.486,0.741,0.377,0.475,0.352,0.36,0.268,0.551,0.0,0,0.057,0.4,3,0,507,PG,30,BOS,43,43,1369,284,676,0.42,127,353,0.36,157,323,0.486,0.514,134,149,0.899,16,154,170,212,48,12,88,61,829,85.176,106.132,60.840000000000000,70.98,131.82,20.121000000000000,63.115416,40.011764,28.899000000000000,24.98496,53.88396,8.0484,0.54,1.482,0.754,0.95,0.704,0.8175384615384620,1.08
507,Lonnie Walker,SG,22,SAS,60,1522,0.42,16.2,0.537,0.227,0.108,0.092,0.11,0.463,0.477,0.572,0.424,0.411,0.388,0.355,0.545,0.9,0.026,13,0.152,0.349,1,0,508,SG,22,SAS,60,38,1522,256,609,0.42,100,282,0.355,156,327,0.477,0.502,57,70,0.814,14,141,155,101,29,15,65,101,669,138.243,65.772,56.028,66.99,123.018,42.864,79.07499600000000,27.887328,23.027508000000000,25.99212,49.019628,14.959536000000000,0.5325,1.144,0.848,0.822,0.776,0.7969504950495050,1.065
508,John Wall,PG,30,HOU,40,1288,0.404,14.2,0.657,0.293,0.139,0.054,0.171,0.343,0.449,0.568,0.386,0.385,0.315,0.317,0.084,0.709,0.015,10,0.064,0.438,1,0,509,PG,30,HOU,40,40,1288,293,726,0.404,79,249,0.317,214,477,0.449,0.458,158,211,0.749,17,112,129,275,42,31,141,46,823,212.718,100.91400000000000,39.204,124.14600000000000,163.35000000000000,15.936,120.82382400000000,38.95280400000000,15.09354,39.105990000000000,54.19953000000000,6.979968,0.47550000000000000,1.136,0.772,0.77,0.63,0.6636000000000000,0.9510000000000000
509,Brad Wanamaker,PG,31,TOT,61,1053,0.385,12.2,0.716,0.311,0.227,0.064,0.114,0.284,0.463,0.602,0.338,0.316,0.412,0.188,0.545,0.688,0.017,5,0.047,0.0,0,0,510,PG,31,TOT,61,0,1053,115,299,0.385,16,85,0.188,99,214,0.463,0.411,90,101,0.891,18,87,105,174,43,11,71,94,336,92.989,67.873,19.136,34.086,53.222000000000000,3.995,55.979378000000000,22.941074000000000,6.046976,14.043432,20.090408,0.0,0.28200000000000000,1.204,0.676,0.632,0.824,0.7549662921348320,0.5640000000000000
511,P.J. Washington,PF,22,CHO,64,1954,0.44,13.4,0.577,0.283,0.233,0.036,0.025,0.423,0.48,0.613,0.375,0.28,0.235,0.386,0.805,0.946,0.087,48,0.224,0.415,1,0,512,PF,22,CHO,64,61,1954,302,686,0.44,112,290,0.386,190,396,0.48,0.522,108,145,0.745,93,325,418,161,69,79,128,171,824,194.13800000000000,159.83800000000000,24.696000000000000,17.150000000000000,41.846000000000000,64.96000000000000,119.00659400000000,59.93925000000000,6.91488,4.0302500000000000,10.94513,26.9584,0.579,1.226,0.75,0.56,0.47,0.5231147540983610,1.158
516,Russell Westbrook,PG,32,WAS,65,2369,0.439,13.2,0.779,0.194,0.245,0.117,0.224,0.221,0.475,0.65,0.465,0.379,0.383,0.315,0.164,0.628,0.025,24,0.103,0.429,0,0,517,PG,32,WAS,65,65,2369,544,1238,0.439,86,273,0.315,458,965,0.475,0.474,271,413,0.656,109,641,750,763,89,23,312,190,1445,240.172,303.31,144.846,277.312,422.158,28.119,156.11180000000000,141.03915,54.896634,106.210496,161.10713,12.063051,0.47250000000000000,1.3,0.93,0.758,0.766,0.7632551319648090,0.9450000000000000
517,Coby White,PG,20,CHI,69,2156,0.416,16.6,0.497,0.221,0.109,0.063,0.104,0.503,0.473,0.558,0.347,0.456,0.436,0.359,0.292,0.785,0.008,7,0.163,0.473,1,0,518,PG,20,CHI,69,54,2156,375,902,0.416,163,454,0.359,212,448,0.473,0.506,128,142,0.901,28,256,284,328,38,15,156,179,1041,199.342,98.318,56.826,93.80800000000000,150.634,74.00200000000000,111.23283600000000,34.116346,25.912656000000000,40.900288000000000,66.812944,35.002946,0.5385,1.116,0.694,0.912,0.872,0.8870898203592820,1.077
518,Derrick White,SG,26,SAS,36,1064,0.411,16.9,0.464,0.143,0.21,0.082,0.029,0.536,0.486,0.646,0.474,0.27,0.385,0.346,0.48,0.869,0.009,4,0.177,0.488,0,0,519,SG,26,SAS,36,32,1064,186,453,0.411,84,243,0.346,102,210,0.486,0.503,97,114,0.851,13,94,107,127,26,36,45,91,553,64.779,95.13,37.146,13.137,50.283,43.011000000000000,41.847234,45.09162,10.02942,5.057745000000000,15.087165,20.989368,0.5190000000000000,1.292,0.948,0.54,0.77,0.6000900900900900,1.0380000000000000
521,Andrew Wiggins,PF,25,GSW,71,2364,0.477,14.2,0.652,0.218,0.197,0.108,0.129,0.348,0.529,0.706,0.5,0.404,0.38,0.38,0.479,0.829,0.065,65,0.247,0.418,0,0,522,PF,25,GSW,71,71,2364,505,1058,0.477,140,368,0.38,365,690,0.529,0.543,170,238,0.714,82,265,347,167,67,70,126,159,1320,230.644,208.42600000000000,114.264,136.482,250.74600000000000,90.896,162.834664,104.21300000000000,46.162656,51.86316,98.02581600000000,37.994528000000000,0.5700000000000000,1.412,1.0,0.808,0.76,0.781873417721519,1.1400000000000000
523,Kenrich Williams,PF,26,OKC,66,1426,0.533,11.8,0.715,0.324,0.207,0.102,0.083,0.285,0.568,0.729,0.447,0.429,0.412,0.444,0.473,0.904,0.027,10,0.333,0.59,1,0,524,PF,26,OKC,66,13,1426,219,411,0.533,52,117,0.444,167,294,0.568,0.596,36,63,0.571,84,189,273,152,55,17,76,143,526,133.16400000000000,85.077,41.922,34.113,76.035,38.961000000000000,97.07655600000000,38.029419,17.984538000000000,14.054556,32.039094,22.986990000000000,0.666,1.458,0.894,0.858,0.824,0.842745945945946,1.332
524,Lou Williams,PG,34,TOT,66,1423,0.41,14.4,0.732,0.132,0.203,0.226,0.172,0.268,0.414,0.624,0.359,0.404,0.333,0.399,0.276,0.58,0.0,0,0.283,0.408,0,0,525,PG,34,TOT,66,4,1423,265,646,0.41,69,173,0.399,196,473,0.414,0.464,150,173,0.867,21,117,138,225,47,6,108,62,749,85.272,131.138,145.996,111.112,257.108,48.959000000000000,53.209728000000000,47.078542,58.98238400000000,37.000296,95.98268000000000,19.975272000000000,0.5985,1.248,0.718,0.808,0.666,0.7466331658291460,1.197
525,Patrick Williams,PF,19,CHI,71,1983,0.483,12.2,0.739,0.29,0.178,0.133,0.138,0.261,0.515,0.673,0.394,0.443,0.411,0.391,0.736,0.981,0.102,51,0.413,0.421,1,1,526,PF,19,CHI,71,71,1983,255,528,0.483,54,138,0.391,201,390,0.515,0.534,91,125,0.728,66,261,327,99,64,46,98,126,655,153.12000000000000,93.984,70.224,72.864,143.08800000000000,56.994,103.04976000000000,37.029696,31.109232000000000,29.947104,61.056336,23.994474,0.5865,1.346,0.788,0.886,0.822,0.8534095940959410,1.173
528,D.J. Wilson,PF,24,TOT,35,433,0.405,16.9,0.482,0.202,0.119,0.083,0.077,0.518,0.469,0.529,0.45,0.429,0.385,0.345,0.763,0.933,0.06,7,0.287,0.36,1,0,529,PF,24,TOT,35,1,433,68,168,0.405,30,87,0.345,38,81,0.469,0.494,17,25,0.68,20,92,112,23,11,16,22,44,183,33.936,19.992000000000000,13.944,12.936,26.880000000000000,24.969000000000000,17.952144,8.9964,5.981976,4.98036,10.962336,8.988840000000000,0.5175,1.058,0.9,0.858,0.77,0.81565,1.035
530,Justise Winslow,SF,24,MEM,26,507,0.352,11.9,0.743,0.233,0.262,0.148,0.1,0.257,0.41,0.551,0.455,0.194,0.286,0.185,0.516,1.0,0.043,9,0.407,0.227,0,0,531,SF,24,MEM,26,1,507,74,210,0.352,10,54,0.185,64,156,0.41,0.376,20,35,0.571,18,100,118,50,15,12,37,47,178,48.93,55.02,31.08,21.0,52.08,21.978000000000000,26.960430000000000,25.034100000000000,6.02952,6.006000000000000,12.035520000000000,4.989006,0.27750000000000000,1.102,0.91,0.388,0.572,0.4621935483870970,0.5550000000000000
532,James Wiseman,C,19,GSW,39,836,0.519,9.0,0.897,0.356,0.285,0.101,0.155,0.103,0.542,0.794,0.419,0.243,0.386,0.316,0.827,0.833,0.258,84,0.079,0.333,0,0,533,C,19,GSW,39,27,836,191,368,0.519,12,38,0.316,179,330,0.542,0.535,54,86,0.628,55,171,226,26,11,36,60,121,448,131.00800000000000,104.88,37.168,57.04,94.208,3.0020000000000000,104.02035200000000,43.94472,9.031824,22.01744,31.049264,0.9996660000000000,0.474,1.588,0.838,0.486,0.772,0.6591640625,0.948
533,Christian Wood,C,25,HOU,41,1326,0.514,12.3,0.678,0.336,0.195,0.069,0.078,0.322,0.581,0.805,0.352,0.455,0.3,0.374,0.687,0.87,0.158,91,0.155,0.406,0,0,534,C,25,HOU,41,41,1326,329,640,0.514,77,206,0.374,252,434,0.581,0.574,125,198,0.631,76,319,395,71,34,48,80,88,860,215.04000000000000,124.80000000000000,44.160000000000000,49.92,94.08000000000000,31.93,173.10720000000000,43.9296,20.092800000000000,14.976000000000000,35.0688,12.96358,0.5610000000000000,1.61,0.704,0.91,0.6,0.7455102040816330,1.1220000000000000
535,Delon Wright,SG-PG,28,TOT,63,1748,0.463,11.5,0.668,0.332,0.259,0.064,0.014,0.332,0.509,0.645,0.373,0.364,0.429,0.372,0.301,0.781,0.01,5,0.198,0.353,1,0,536,SG-PG,28,TOT,63,39,1748,240,518,0.463,64,172,0.372,176,346,0.509,0.525,101,126,0.802,65,204,269,278,101,30,83,75,645,171.976,134.162,33.152,7.252,40.404,34.056000000000000,110.92452,50.042426,12.067328,3.1111080000000000,15.178436,12.021768000000000,0.558,1.29,0.746,0.728,0.858,0.7513333333333330,1.116
536,Thaddeus Young,PF,32,CHI,68,1652,0.559,5.7,0.932,0.446,0.424,0.044,0.018,0.068,0.58,0.678,0.505,0.414,0.333,0.267,0.57,1.0,0.038,22,0.489,0.318,3,0,537,PF,32,CHI,68,23,1652,370,662,0.559,12,45,0.267,358,617,0.58,0.568,71,113,0.628,168,255,423,291,74,40,137,152,823,295.252,280.688,29.128000000000000,11.916000000000000,41.044,22.005,200.18085600000000,141.74744000000000,12.058992000000000,3.968028,16.027020000000000,6.99759,0.4005,1.356,1.01,0.828,0.666,0.7809677419354840,0.801
537,Trae Young,PG,22,ATL,63,2125,0.438,15.3,0.643,0.162,0.226,0.181,0.075,0.357,0.491,0.572,0.47,0.428,0.53,0.343,0.125,0.287,0.0,0,0.038,0.4,0,0,538,PG,22,ATL,63,63,2125,487,1112,0.438,136,397,0.343,351,715,0.491,0.499,484,546,0.886,38,207,245,594,53,12,261,111,1594,180.144,251.312,201.272,83.40000000000000,284.67200000000000,15.086,103.042368,118.11664,86.14441600000000,44.202,130.34641600000000,6.034400000000000,0.5145000000000000,1.144,0.94,0.856,1.06,0.9157656250000000,1.0290000000000000
