Player,Pos,Age,Tm,G,MP,FG%,Dist.,%_of FGA_2P,%_of FGA_0-3,%_of FGA_3-10,%_of FGA_10-16,%_of FGA_16-3P,%_of FGA_3P,FG%_2P,FG%_0-3,FG%_3-10,FG%_10-16,FG%_16-3P,FG%_3P,%_Ast’d_2P,%_Ast’d_3P,%FGA_Dunks,#_Dunks,%3PA_Corner,3P%_Corner,Heaves_Att.,#_Heaves
Precious Achiuwa\achiupr01,PF,21,MIA,61,737,0.544,3.3,0.996,0.667,0.263,0.039,0.026,0.004,0.546,0.645,0.367,0.333,0.167,0.000,0.734,,0.259,48,0.000,,0,0
Jaylen Adams\adamsja01,PG,24,MIL,7,18,0.125,11.0,0.750,0.250,0.375,0.125,0.000,0.250,0.167,0.000,0.000,1.000,,0.000,0.000,,0.000,0,0.000,,0,0
Steven Adams\adamsst01,C,27,NOP,58,1605,0.614,3.9,0.990,0.646,0.276,0.068,0.000,0.010,0.620,0.693,0.494,0.429,,0.000,0.598,,0.182,51,0.000,,3,0
Bam Adebayo\adebaba01,C,23,MIA,64,2143,0.570,7.6,0.990,0.353,0.303,0.225,0.110,0.010,0.573,0.794,0.471,0.456,0.386,0.250,0.656,1.000,0.188,137,0.125,0.000,0,0
LaMarcus Aldridge\aldrila01,C,35,TOT,26,674,0.473,15.5,0.730,0.152,0.122,0.152,0.304,0.270,0.505,0.622,0.472,0.444,0.489,0.388,0.688,0.968,0.044,12,0.175,0.429,0,0
LaMarcus Aldridge\aldrila01,C,35,SAS,21,544,0.464,16.6,0.698,0.109,0.129,0.125,0.335,0.302,0.509,0.630,0.438,0.452,0.518,0.360,0.705,0.963,0.024,6,0.160,0.417,0,0
LaMarcus Aldridge\aldrila01,C,35,BRK,5,130,0.521,9.9,0.896,0.375,0.083,0.292,0.146,0.104,0.488,0.611,0.750,0.429,0.143,0.800,0.619,1.000,0.146,6,0.400,0.500,0,0
Ty-Shon Alexander\alexaty01,SG,22,PHO,15,47,0.250,22.3,0.250,0.083,0.000,0.000,0.167,0.750,0.333,1.000,,,0.000,0.222,0.000,0.500,0.083,1,0.111,0.000,0,0
Nickeil Alexander-Walker\alexani01,SG,22,NOP,46,1007,0.419,15.5,0.522,0.236,0.164,0.041,0.081,0.478,0.485,0.481,0.520,0.421,0.459,0.347,0.345,0.921,0.015,7,0.283,0.387,1,1
Grayson Allen\allengr01,SG,25,MEM,50,1259,0.418,19.2,0.338,0.123,0.126,0.070,0.019,0.662,0.471,0.667,0.365,0.414,0.125,0.391,0.606,0.907,0.029,11,0.172,0.340,0,0
Jarrett Allen\allenja01,C,22,TOT,63,1864,0.618,4.5,0.961,0.600,0.276,0.056,0.029,0.039,0.631,0.761,0.436,0.407,0.214,0.316,0.723,1.000,0.288,127,0.368,0.286,0,0
Jarrett Allen\allenja01,C,22,BRK,12,320,0.677,2.9,1.000,0.723,0.185,0.046,0.046,0.000,0.677,0.809,0.333,0.333,0.333,,0.750,,0.277,17,,,0,0
Jarrett Allen\allenja01,C,22,CLE,51,1544,0.609,4.7,0.954,0.580,0.290,0.058,0.026,0.046,0.623,0.752,0.446,0.417,0.182,0.316,0.718,1.000,0.290,110,0.368,0.286,0,0
Al-Farouq Aminu\aminual01,PF,30,TOT,23,434,0.384,13.2,0.626,0.273,0.242,0.030,0.081,0.374,0.484,0.519,0.417,0.000,0.750,0.216,0.467,0.875,0.030,3,0.216,0.500,0,0
Al-Farouq Aminu\aminual01,PF,30,ORL,17,367,0.404,12.7,0.652,0.281,0.247,0.034,0.090,0.348,0.500,0.560,0.409,0.000,0.750,0.226,0.448,0.857,0.034,3,0.194,0.667,0,0
Al-Farouq Aminu\aminual01,PF,30,CHI,6,67,0.200,17.2,0.400,0.200,0.200,0.000,0.000,0.600,0.250,0.000,0.500,,,0.167,1.000,1.000,0.000,0,0.333,0.000,0,0
Kyle Anderson\anderky01,PF,27,MEM,69,1887,0.468,14.8,0.603,0.158,0.220,0.149,0.076,0.397,0.539,0.654,0.497,0.541,0.420,0.360,0.449,0.862,0.012,7,0.425,0.369,1,0
Giannis Antetokounmpo\antetgi01,PF,26,MIL,61,2013,0.569,9.5,0.799,0.451,0.193,0.094,0.062,0.201,0.636,0.837,0.401,0.359,0.324,0.303,0.428,0.299,0.169,178,0.045,0.300,0,0
Kostas Antetokounmpo\antetko01,PF,23,LAL,15,56,0.300,4.1,1.000,0.400,0.600,0.000,0.000,0.000,0.300,0.750,0.000,,,,0.333,,0.400,2,,,0,0
Thanasis Antetokounmpo\antetth01,SF,28,MIL,57,551,0.489,8.4,0.788,0.620,0.139,0.015,0.015,0.212,0.556,0.671,0.105,0.000,0.500,0.241,0.583,0.714,0.255,29,0.310,0.333,4,0
Carmelo Anthony\anthoca01,PF,36,POR,69,1690,0.421,18.1,0.582,0.062,0.080,0.236,0.205,0.418,0.429,0.500,0.403,0.448,0.396,0.409,0.278,0.782,0.012,8,0.197,0.438,0,0
Cole Anthony\anthoco01,PG,20,ORL,47,1273,0.397,13.3,0.688,0.185,0.292,0.129,0.083,0.312,0.424,0.588,0.298,0.493,0.391,0.337,0.112,0.621,0.013,4,0.093,0.313,0,0
OG Anunoby\anunoog01,SF,23,TOR,43,1433,0.480,14.8,0.497,0.256,0.173,0.040,0.027,0.503,0.562,0.759,0.344,0.381,0.357,0.398,0.510,0.971,0.116,55,0.467,0.410,1,0
Ryan Arcidiacono\arcidry01,PG,26,CHI,44,450,0.419,18.3,0.427,0.154,0.137,0.085,0.051,0.573,0.480,0.556,0.375,0.700,0.167,0.373,0.542,1.000,0.000,0,0.224,0.467,1,0
Trevor Ariza\arizatr01,SF,35,MIA,30,841,0.411,16.1,0.407,0.286,0.095,0.008,0.017,0.593,0.500,0.609,0.261,0.000,0.250,0.350,0.776,0.940,0.041,9,0.413,0.373,1,0
D.J. Augustin\augusdj01,PG,33,TOT,57,1129,0.394,19.0,0.367,0.146,0.102,0.073,0.047,0.633,0.413,0.540,0.371,0.280,0.313,0.382,0.212,0.711,0.000,0,0.194,0.310,0,0
D.J. Augustin\augusdj01,PG,33,MIL,37,713,0.370,20.0,0.328,0.109,0.094,0.073,0.052,0.672,0.349,0.476,0.333,0.214,0.300,0.380,0.136,0.755,0.000,0,0.240,0.355,0,0
D.J. Augustin\augusdj01,PG,33,HOU,20,416,0.424,17.8,0.417,0.192,0.113,0.073,0.040,0.583,0.476,0.586,0.412,0.364,0.333,0.386,0.267,0.647,0.000,0,0.125,0.182,0,0
Deni Avdija\avdijde01,SF,20,WAS,54,1257,0.417,16.6,0.462,0.144,0.237,0.045,0.035,0.538,0.535,0.733,0.473,0.214,0.545,0.315,0.727,0.962,0.048,11,0.274,0.283,1,0
Deandre Ayton\aytonde01,C,22,PHO,69,2115,0.626,5.5,0.971,0.530,0.259,0.137,0.045,0.029,0.639,0.766,0.517,0.479,0.323,0.200,0.714,1.000,0.166,109,0.000,,0,0
Udoka Azubuike\azubuud01,C,21,UTA,15,57,0.444,2.9,1.000,0.778,0.222,0.000,0.000,0.000,0.444,0.571,0.000,,,,0.750,,0.444,3,,,0,0
Dwayne Bacon\bacondw01,SG,25,ORL,72,1853,0.402,12.9,0.715,0.236,0.226,0.143,0.110,0.285,0.449,0.579,0.402,0.394,0.338,0.285,0.408,0.593,0.014,8,0.155,0.219,0,0
Marvin Bagley III\baglema01,PF,21,SAC,43,1112,0.504,8.8,0.780,0.373,0.341,0.041,0.024,0.220,0.550,0.727,0.383,0.550,0.167,0.343,0.624,0.919,0.151,67,0.426,0.413,0,0
LaMelo Ball\ballla01,PG,19,CHO,51,1469,0.436,13.7,0.612,0.302,0.174,0.095,0.040,0.388,0.489,0.576,0.419,0.375,0.407,0.352,0.284,0.728,0.018,8,0.161,0.357,1,0
Lonzo Ball\balllo01,PG,23,NOP,55,1747,0.414,19.4,0.350,0.153,0.057,0.063,0.077,0.650,0.482,0.626,0.300,0.386,0.407,0.378,0.415,0.837,0.011,8,0.200,0.396,2,0
Mo Bamba\bambamo01,C,22,ORL,46,725,0.472,13.6,0.608,0.306,0.166,0.063,0.073,0.392,0.568,0.728,0.460,0.263,0.409,0.322,0.577,1.000,0.150,38,0.102,0.417,0,0
Desmond Bane\banede01,SG,22,MEM,68,1519,0.469,17.0,0.457,0.176,0.132,0.094,0.054,0.543,0.513,0.614,0.485,0.426,0.407,0.432,0.709,0.932,0.012,5,0.262,0.493,0,0
Harrison Barnes\barneha02,PF,28,SAC,58,2102,0.497,12.5,0.601,0.307,0.248,0.044,0.003,0.399,0.567,0.721,0.415,0.393,0.000,0.391,0.584,0.880,0.059,35,0.223,0.491,0,0
RJ Barrett\barrerj01,SG,20,NYK,72,2511,0.441,11.5,0.708,0.325,0.228,0.087,0.069,0.292,0.457,0.605,0.318,0.315,0.397,0.401,0.353,0.976,0.040,39,0.427,0.424,1,0
Will Barton\bartowi01,SF,30,DEN,56,1736,0.426,14.5,0.577,0.227,0.211,0.072,0.067,0.423,0.459,0.630,0.297,0.455,0.390,0.381,0.484,0.745,0.035,19,0.183,0.489,1,0
Keita Bates-Diop\bateske01,SF,25,SAS,30,245,0.448,9.7,0.746,0.388,0.284,0.045,0.030,0.254,0.500,0.808,0.158,0.333,0.000,0.294,0.640,1.000,0.030,2,0.529,0.222,0,0
Nicolas Batum\batumni01,SF,32,LAC,67,1835,0.464,19.1,0.340,0.177,0.024,0.053,0.085,0.660,0.579,0.699,0.600,0.455,0.400,0.404,0.778,0.991,0.046,18,0.434,0.432,0,0
Aron Baynes\baynear01,C,34,TOR,53,980,0.441,11.4,0.661,0.385,0.181,0.056,0.039,0.339,0.532,0.590,0.473,0.471,0.333,0.262,0.738,1.000,0.118,31,0.155,0.188,0,0
Kent Bazemore\bazemke01,SF,31,GSW,67,1333,0.449,15.3,0.531,0.214,0.168,0.061,0.087,0.469,0.486,0.643,0.485,0.292,0.235,0.408,0.624,0.907,0.010,4,0.527,0.392,0,0
Darius Bazley\bazleda01,PF,20,OKC,55,1714,0.396,13.3,0.586,0.306,0.197,0.039,0.043,0.414,0.470,0.621,0.287,0.370,0.333,0.290,0.500,0.831,0.072,44,0.217,0.242,1,0
Bradley Beal\bealbr01,SG,27,WAS,60,2147,0.485,13.3,0.730,0.177,0.274,0.143,0.136,0.270,0.535,0.660,0.530,0.470,0.452,0.349,0.430,0.723,0.021,24,0.169,0.381,0,0
Malik Beasley\beaslma01,SG,24,MIN,37,1214,0.440,16.4,0.465,0.192,0.148,0.075,0.050,0.535,0.487,0.600,0.449,0.267,0.500,0.399,0.632,0.875,0.027,13,0.268,0.453,0,0
Jordan Bell\belljo01,C,26,TOT,6,82,0.318,5.9,0.909,0.545,0.273,0.045,0.045,0.091,0.350,0.500,0.000,0.000,1.000,0.000,0.714,,0.136,1,0.500,0.000,0,0
Jordan Bell\belljo01,C,26,WAS,5,67,0.350,5.8,0.900,0.550,0.300,0.000,0.050,0.100,0.389,0.545,0.000,,1.000,0.000,0.714,,0.100,1,0.500,0.000,0,0
Jordan Bell\belljo01,C,26,GSW,1,15,0.000,6.7,1.000,0.500,0.000,0.500,0.000,0.000,0.000,0.000,,0.000,,,,,0.500,0,,,0,0
DeAndre' Bembry\bembrde01,SF,26,TOR,51,972,0.513,8.9,0.768,0.377,0.342,0.035,0.013,0.232,0.589,0.767,0.436,0.375,0.000,0.264,0.583,0.929,0.132,23,0.226,0.333,0,0
Dāvis Bertāns\bertada01,PF,28,WAS,57,1464,0.404,24.8,0.105,0.036,0.040,0.013,0.017,0.895,0.480,0.706,0.474,0.167,0.250,0.395,0.750,0.970,0.010,4,0.143,0.443,3,0
Patrick Beverley\beverpa01,PG,32,LAC,37,832,0.423,18.2,0.359,0.173,0.132,0.032,0.023,0.641,0.468,0.500,0.483,0.286,0.400,0.397,0.378,0.929,0.000,0,0.291,0.463,0,0
Saddiq Bey\beysa01,SF,21,DET,70,1909,0.404,19.0,0.334,0.158,0.097,0.049,0.030,0.666,0.450,0.596,0.313,0.294,0.381,0.380,0.490,0.926,0.035,22,0.228,0.390,2,0
Tyler Bey\beyty01,SF,22,DAL,18,71,0.318,9.6,0.818,0.364,0.227,0.182,0.045,0.182,0.333,0.500,0.400,0.000,0.000,0.250,0.667,0.000,0.091,1,0.000,,0,0
Khem Birch\birchkh01,C,28,TOT,67,1529,0.497,8.3,0.863,0.342,0.342,0.132,0.047,0.137,0.537,0.692,0.431,0.460,0.389,0.250,0.761,1.000,0.137,46,0.654,0.294,0,0
Khem Birch\birchkh01,C,28,ORL,48,952,0.450,7.8,0.900,0.349,0.340,0.153,0.057,0.100,0.479,0.630,0.394,0.313,0.500,0.190,0.722,1.000,0.115,21,0.810,0.235,0,0
Khem Birch\birchkh01,C,28,TOR,19,577,0.556,8.9,0.819,0.333,0.345,0.105,0.035,0.181,0.614,0.772,0.475,0.722,0.167,0.290,0.802,1.000,0.164,25,0.548,0.353,0,0
Goga Bitadze\bitadgo01,C,21,IND,45,561,0.428,13.0,0.593,0.340,0.191,0.052,0.010,0.407,0.548,0.697,0.297,0.600,0.000,0.253,0.635,1.000,0.098,17,0.051,0.000,0,0
Bismack Biyombo\biyombi01,C,28,CHO,66,1349,0.587,2.8,0.996,0.698,0.256,0.037,0.004,0.004,0.589,0.692,0.355,0.333,0.000,0.000,0.873,,0.318,70,1.000,0.000,0,0
Nemanja Bjelica\bjeline01,PF,32,TOT,37,595,0.454,13.7,0.566,0.311,0.219,0.015,0.020,0.434,0.559,0.689,0.395,0.333,0.500,0.318,0.645,0.889,0.005,0,0.153,0.385,0,0
Nemanja Bjelica\bjeline01,PF,32,SAC,26,439,0.460,12.7,0.613,0.327,0.247,0.013,0.027,0.387,0.565,0.673,0.432,0.500,0.500,0.293,0.635,0.882,0.007,0,0.155,0.444,0,0
Nemanja Bjelica\bjeline01,PF,32,MIA,11,156,0.435,16.8,0.413,0.261,0.130,0.022,0.000,0.587,0.526,0.750,0.167,0.000,,0.370,0.700,0.900,0.000,0,0.148,0.250,0,0
Eric Bledsoe\bledser01,SG,31,NOP,71,2111,0.421,16.5,0.514,0.159,0.167,0.110,0.078,0.486,0.496,0.681,0.393,0.425,0.439,0.341,0.489,0.860,0.000,0,0.220,0.346,1,0
Keljin Blevins\blevike01,SF,25,POR,17,75,0.250,12.5,0.600,0.200,0.350,0.050,0.000,0.400,0.250,0.500,0.143,0.000,,0.250,0.000,1.000,0.000,0,0.125,0.000,0,0
Bogdan Bogdanović\bogdabo01,SG,28,ATL,44,1305,0.473,18.7,0.411,0.110,0.108,0.122,0.071,0.589,0.522,0.629,0.459,0.464,0.550,0.438,0.397,0.836,0.000,0,0.216,0.556,0,0
Bojan Bogdanović\bogdabo02,SF,31,UTA,72,2216,0.439,15.4,0.502,0.181,0.226,0.079,0.016,0.498,0.487,0.635,0.411,0.438,0.133,0.390,0.412,0.961,0.015,11,0.406,0.444,0,0
Bol Bol\bolbo01,PF,21,DEN,32,160,0.431,16.1,0.586,0.172,0.172,0.121,0.121,0.414,0.471,0.900,0.300,0.286,0.286,0.375,0.625,0.667,0.086,5,0.125,0.333,0,0
Marques Bolden\boldema01,C,22,CLE,6,29,0.333,7.7,1.000,0.333,0.333,0.333,0.000,0.000,0.333,1.000,0.000,0.000,,,1.000,,0.000,0,,,0,0
Jordan Bone\bonejo01,PG,23,ORL,14,196,0.426,20.8,0.407,0.019,0.093,0.019,0.278,0.593,0.591,1.000,1.000,0.000,0.467,0.313,0.154,0.500,0.000,0,0.313,0.000,0,0
Isaac Bonga\bongais01,SF,21,WAS,40,432,0.370,16.0,0.420,0.160,0.235,0.025,0.000,0.580,0.500,0.692,0.421,0.000,,0.277,0.529,1.000,0.012,1,0.617,0.310,0,0
Devin Booker\bookede01,SG,24,PHO,67,2270,0.484,14.5,0.712,0.179,0.163,0.231,0.139,0.288,0.543,0.678,0.481,0.542,0.441,0.340,0.394,0.659,0.021,24,0.086,0.500,1,0
Chris Boucher\bouchch01,C,28,TOR,60,1453,0.514,12.8,0.580,0.382,0.154,0.014,0.030,0.420,0.609,0.692,0.465,0.500,0.353,0.383,0.687,0.978,0.096,46,0.140,0.333,0,0
Brian Bowen\bowenbr02,SF,22,IND,6,15,0.250,16.6,0.750,0.000,0.250,0.000,0.500,0.250,0.333,,1.000,,0.000,0.000,1.000,,0.000,0,0.000,,0,0
Avery Bradley\bradlav01,SG,30,TOT,27,602,0.374,18.2,0.409,0.158,0.099,0.035,0.117,0.591,0.443,0.741,0.353,0.167,0.200,0.327,0.710,0.939,0.000,0,0.396,0.375,0,0
Avery Bradley\bradlav01,SG,30,MIA,10,211,0.470,17.8,0.424,0.136,0.121,0.061,0.106,0.576,0.536,0.889,0.375,0.250,0.429,0.421,0.733,1.000,0.000,0,0.500,0.421,0,0
Avery Bradley\bradlav01,SG,30,HOU,17,391,0.314,18.5,0.400,0.171,0.086,0.019,0.124,0.600,0.381,0.667,0.333,0.000,0.077,0.270,0.688,0.882,0.000,0,0.333,0.333,0,0
Tony Bradley\bradlto01,C,23,TOT,42,684,0.665,4.3,0.985,0.569,0.325,0.046,0.046,0.015,0.675,0.741,0.656,0.444,0.222,0.000,0.687,,0.107,20,0.333,0.000,0,0
Tony Bradley\bradlto01,C,23,PHI,20,287,0.680,3.7,0.987,0.613,0.293,0.053,0.027,0.013,0.689,0.739,0.636,0.500,0.500,0.000,0.627,,0.080,6,1.000,0.000,0,0
Tony Bradley\bradlto01,C,23,OKC,22,397,0.656,4.7,0.984,0.541,0.344,0.041,0.057,0.016,0.667,0.742,0.667,0.400,0.143,0.000,0.725,,0.123,14,0.000,,0,0
Jarrell Brantley\brantja01,PF,24,UTA,28,138,0.481,15.5,0.462,0.212,0.212,0.019,0.019,0.538,0.542,0.818,0.364,0.000,0.000,0.429,0.308,0.917,0.038,2,0.536,0.467,0,0
Ignas Brazdeikis\brazdig01,SF,22,TOT,13,249,0.422,13.1,0.663,0.289,0.229,0.048,0.096,0.337,0.436,0.542,0.421,0.000,0.375,0.393,0.542,0.909,0.000,0,0.250,0.286,1,0
Ignas Brazdeikis\brazdig01,SF,22,NYK,4,7,0.000,14.9,1.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.000,,,,,0.000,0,,,0,0
Ignas Brazdeikis\brazdig01,SF,22,PHI,1,8,0.000,12.4,0.667,0.333,0.000,0.333,0.000,0.333,0.000,0.000,,0.000,,0.000,,,0.000,0,1.000,0.000,0,0
Ignas Brazdeikis\brazdig01,SF,22,ORL,8,234,0.443,13.1,0.658,0.291,0.241,0.025,0.101,0.342,0.462,0.565,0.421,0.000,0.375,0.407,0.542,0.909,0.000,0,0.222,0.333,1,0
Mikal Bridges\bridgmi01,SF,24,PHO,72,2348,0.543,14.3,0.529,0.278,0.135,0.082,0.034,0.471,0.647,0.801,0.500,0.455,0.435,0.425,0.764,0.985,0.058,38,0.597,0.441,0,0
Miles Bridges\bridgmi02,PF,22,CHO,66,1932,0.503,14.0,0.534,0.338,0.141,0.019,0.035,0.466,0.593,0.729,0.420,0.167,0.227,0.400,0.716,0.819,0.145,82,0.324,0.436,3,0
Amida Brimah\brimaam01,C,26,IND,5,29,0.625,3.0,1.000,0.625,0.375,0.000,0.000,0.000,0.625,0.800,0.333,,,,0.800,,0.500,3,,,0,0
Oshae Brissett\brissos01,SF,22,IND,21,519,0.483,14.9,0.483,0.325,0.126,0.020,0.013,0.517,0.548,0.735,0.158,0.333,0.000,0.423,0.725,0.970,0.099,14,0.295,0.522,1,0
Malcolm Brogdon\brogdma01,PG,28,IND,56,1930,0.453,14.3,0.618,0.309,0.111,0.081,0.117,0.382,0.493,0.554,0.404,0.443,0.452,0.388,0.247,0.662,0.009,8,0.107,0.475,0,0
Armoni Brooks\brookar01,SG,22,HOU,20,520,0.406,22.1,0.182,0.099,0.057,0.026,0.000,0.818,0.514,0.579,0.545,0.200,,0.382,0.722,0.850,0.016,3,0.153,0.417,0,0
Dillon Brooks\brookdi01,SF,25,MEM,67,1997,0.419,15.0,0.639,0.155,0.167,0.229,0.088,0.361,0.461,0.606,0.395,0.411,0.462,0.344,0.513,0.867,0.028,29,0.159,0.559,0,0
Bruce Brown\brownbr01,PG,24,BRK,65,1451,0.556,6.4,0.861,0.513,0.286,0.057,0.005,0.139,0.599,0.700,0.479,0.292,0.500,0.288,0.752,1.000,0.054,22,0.746,0.295,0,0
Charlie Brown\brownch02,SG,23,OKC,9,152,0.302,16.6,0.512,0.116,0.186,0.093,0.116,0.488,0.364,0.600,0.250,0.250,0.400,0.238,0.750,1.000,0.047,1,0.333,0.286,0,0
Jaylen Brown\brownja02,SG,24,BOS,58,1999,0.484,14.3,0.630,0.195,0.239,0.110,0.086,0.370,0.536,0.700,0.442,0.484,0.490,0.397,0.453,0.798,0.024,23,0.158,0.400,2,0
Moses Brown\brownmo01,C,21,OKC,43,920,0.545,2.1,1.000,0.772,0.224,0.004,0.000,0.000,0.545,0.628,0.267,0.000,,,0.507,,0.321,78,,,0,0
Sterling Brown\brownst02,SG,25,HOU,51,1229,0.448,17.9,0.358,0.206,0.099,0.021,0.033,0.642,0.492,0.623,0.364,0.286,0.182,0.423,0.542,0.912,0.021,6,0.414,0.371,3,0
Troy Brown Jr.\browntr01,SF,21,TOT,34,524,0.431,17.4,0.514,0.174,0.132,0.063,0.146,0.486,0.541,0.800,0.474,0.444,0.333,0.314,0.600,1.000,0.021,2,0.357,0.360,2,0
Troy Brown Jr.\browntr01,SF,21,WAS,21,287,0.371,19.0,0.483,0.112,0.124,0.090,0.157,0.517,0.442,0.700,0.455,0.375,0.286,0.304,0.474,1.000,0.022,1,0.261,0.417,1,0
Troy Brown Jr.\browntr01,SF,21,CHI,13,237,0.527,14.8,0.564,0.273,0.145,0.018,0.127,0.436,0.677,0.867,0.500,1.000,0.429,0.333,0.714,1.000,0.018,1,0.542,0.308,1,0
Jalen Brunson\brunsja01,PG,24,DAL,68,1697,0.523,13.3,0.681,0.214,0.228,0.161,0.078,0.319,0.578,0.799,0.420,0.525,0.551,0.405,0.235,0.864,0.002,0,0.280,0.500,0,0
Elijah Bryant\bryanel01,SG,25,MIL,1,32,0.462,12.6,0.615,0.385,0.154,0.000,0.077,0.385,0.625,0.600,0.500,,1.000,0.200,0.000,1.000,0.000,0,0.000,,0,0
Thomas Bryant\bryanth01,C,23,WAS,10,271,0.648,10.3,0.769,0.374,0.231,0.088,0.077,0.231,0.714,0.912,0.762,0.375,0.000,0.429,0.720,1.000,0.286,24,0.048,1.000,0,0
Reggie Bullock\bullore01,SF,29,NYK,65,1949,0.442,20.8,0.291,0.087,0.052,0.061,0.091,0.709,0.521,0.633,0.379,0.500,0.510,0.410,0.859,0.975,0.002,1,0.317,0.468,1,0
Trey Burke\burketr01,PG,28,DAL,62,911,0.428,17.1,0.535,0.159,0.096,0.139,0.142,0.465,0.492,0.518,0.441,0.510,0.480,0.354,0.312,0.897,0.000,0,0.293,0.313,1,1
Alec Burks\burksal01,SG,29,NYK,49,1255,0.420,16.8,0.508,0.146,0.138,0.128,0.096,0.492,0.425,0.507,0.377,0.422,0.375,0.415,0.426,0.686,0.000,0,0.301,0.473,0,0
Jimmy Butler\butleji01,SF,31,MIA,52,1745,0.497,9.3,0.861,0.327,0.289,0.166,0.079,0.139,0.538,0.722,0.441,0.426,0.362,0.245,0.358,0.680,0.053,39,0.333,0.265,2,0
Bruno Caboclo\cabocbr01,PF,25,HOU,6,36,0.471,9.6,0.706,0.353,0.353,0.000,0.000,0.294,0.667,1.000,0.333,,,0.000,0.625,,0.235,4,0.400,0.000,0,0
Devontae Cacok\cacokde01,PF,24,LAL,20,98,0.586,3.1,1.000,0.586,0.379,0.034,0.000,0.000,0.586,0.706,0.455,0.000,,,0.706,,0.310,7,,,0,0
Kentavious Caldwell-Pope\caldwke01,SG,27,LAL,67,1902,0.431,17.6,0.421,0.204,0.073,0.042,0.103,0.579,0.460,0.602,0.378,0.238,0.327,0.410,0.816,0.950,0.018,7,0.396,0.431,0,0
Facundo Campazzo\campafa01,PG,29,DEN,65,1425,0.381,19.6,0.314,0.105,0.137,0.054,0.019,0.686,0.444,0.636,0.419,0.235,0.167,0.352,0.273,0.842,0.000,0,0.269,0.448,2,0
Vlatko Čančar\cancavl01,PF,23,DEN,41,281,0.458,14.1,0.542,0.319,0.167,0.042,0.014,0.458,0.615,0.696,0.500,0.333,1.000,0.273,0.750,1.000,0.069,4,0.273,0.667,1,0
Devin Cannady\cannade01,PG,24,ORL,8,74,0.393,19.3,0.429,0.036,0.107,0.143,0.143,0.571,0.417,0.000,0.000,0.500,0.750,0.375,0.200,0.833,0.000,0,0.313,0.400,0,0
Clint Capela\capelca01,C,26,ATL,63,1898,0.594,2.4,1.000,0.709,0.269,0.017,0.004,0.000,0.594,0.684,0.385,0.250,0.333,,0.668,,0.259,168,,,0,0
Vernon Carey Jr.\careyve01,C,19,CHO,19,115,0.500,10.6,0.806,0.361,0.194,0.083,0.167,0.194,0.586,0.692,0.429,0.667,0.500,0.143,0.706,1.000,0.056,2,0.429,0.000,0,0
Jevon Carter\carteje01,PG,25,PHO,60,717,0.422,21.2,0.323,0.076,0.054,0.072,0.121,0.677,0.528,0.588,0.417,0.563,0.519,0.371,0.526,0.946,0.004,1,0.252,0.395,1,0
Wendell Carter Jr.\cartewe01,C,21,TOT,54,1375,0.503,8.2,0.888,0.400,0.256,0.158,0.074,0.112,0.530,0.689,0.444,0.361,0.324,0.294,0.767,0.933,0.112,48,0.196,0.400,0,0
Wendell Carter Jr.\cartewe01,C,21,CHI,32,792,0.512,7.5,0.913,0.409,0.290,0.155,0.060,0.087,0.526,0.641,0.466,0.410,0.333,0.364,0.785,1.000,0.099,23,0.227,0.600,0,0
Wendell Carter Jr.\cartewe01,C,21,ORL,22,583,0.493,9.1,0.859,0.390,0.215,0.161,0.093,0.141,0.534,0.750,0.409,0.303,0.316,0.241,0.745,0.857,0.127,25,0.172,0.200,0,0
Michael Carter-Williams\cartemi01,SG,29,ORL,31,800,0.389,10.3,0.774,0.304,0.307,0.104,0.059,0.226,0.431,0.622,0.337,0.250,0.250,0.246,0.344,0.867,0.030,7,0.197,0.417,0,0
Alex Caruso\carusal01,PG,26,LAL,58,1216,0.436,14.8,0.551,0.246,0.144,0.102,0.059,0.449,0.464,0.653,0.341,0.323,0.222,0.401,0.487,0.927,0.039,9,0.409,0.393,1,0
Willie Cauley-Stein\caulewi01,C,27,DAL,53,906,0.632,3.8,0.940,0.791,0.082,0.044,0.022,0.060,0.667,0.694,0.533,0.375,0.750,0.091,0.825,1.000,0.363,53,0.364,0.000,0,0
Chris Chiozza\chiozch01,PG,25,BRK,22,232,0.352,16.4,0.523,0.193,0.159,0.080,0.091,0.477,0.391,0.529,0.286,0.286,0.375,0.310,0.389,0.462,0.000,0,0.024,0.000,1,0
Marquese Chriss\chrisma01,PF,23,GSW,2,27,0.357,11.0,0.643,0.500,0.143,0.000,0.000,0.357,0.444,0.571,0.000,,,0.200,0.250,1.000,0.000,0,0.200,0.000,0,0
Gary Clark\clarkga01,SF-PF,26,TOT,39,654,0.303,21.7,0.182,0.061,0.083,0.015,0.023,0.818,0.375,0.875,0.182,0.000,0.000,0.287,0.667,1.000,0.015,2,0.398,0.419,1,0
Gary Clark\clarkga01,SF,26,ORL,35,637,0.305,21.7,0.176,0.061,0.084,0.015,0.015,0.824,0.391,0.875,0.182,0.000,0.000,0.287,0.667,1.000,0.015,2,0.398,0.419,1,0
Gary Clark\clarkga01,SF,26,DEN,2,4,,,,,,,,,,,,,,,,,,0,,,0,0
Gary Clark\clarkga01,PF,26,PHI,2,13,0.000,22.2,1.000,0.000,0.000,0.000,1.000,0.000,0.000,,,,0.000,,,,0.000,0,,,0,0
